ID,NationalDex,Name,HP,Atk,Def,SpA,SpD,Spe,Total,Type1,Type2,Tier,Ability1,Ability2,HiddenAbility,Mass,LK/GK,EVYield,EXPV,Color,Hatch,Gender,EggGroup1,EggGroup2,Catch,EXP,Evolve,EvolveNum,HasForms,IsForm,IsDefaultForm,IsAlolanForm,IsGalarianForm,IsGalarianEvolution,EvolvesFromRegionalForm,JohtoDex,HoennDex,SinnohDex,UnovaDex,KalosDex,AlolaDex,GalarDex,IsleOfArmorDex,CrownTundraDex,PrevEvolution,NextEvolution,IsGalar
551,438,Bonsly,50,80,95,10,45,10,290,Rock,,,Sturdy,Rock Head,Rattled,15 kG,40,1 Def,58,Brown,5120,Neutral,Unknown,,255,1000000,,1,False,False,True,False,False,False,False,-1,-1,92,-1,-1,30,252,-1,-1,,,False
552,439,Mime Jr.,20,25,45,70,90,60,310,Psychic,Fairy,,Soundproof,Filter,Technician,13 kG,40,1 SpD,62,Pink,6400,Neutral,Unknown,,145,1000000,,1,False,False,True,False,False,False,False,-1,-1,94,-1,-1,-1,364,-1,10,,,False
553,440,Happiny,100,5,5,15,65,30,220,Normal,,,Natural Cure,Serene Grace,Friend Guard,24.4 kG,40,1 HP,110,Pink,10240,F (100%)),Unknown,,130,800000,,1,False,False,True,False,False,False,False,-1,-1,96,-1,-1,32,-1,6,-1,,,False
554,441,Chatot,76,65,45,92,42,91,411,Normal,Flying,,Keen Eye,Tangled Feet,Big Pecks,1.9 kG,20,1 Atk,144,Black,5120,Neutral,Flying,,30,1059860,,,False,False,True,False,False,False,False,-1,-1,102,-1,-1,-1,-1,-1,-1,,,False
555,442,Spiritomb,50,92,108,92,108,35,485,Ghost,Dark,,Pressure,None,Infiltrator,108 kG,100,1 Def/1 SpD,170,Purple,7680,Neutral,Amorphous,,100,1000000,,,False,False,True,False,False,False,False,-1,-1,108,-1,-1,-1,-1,-1,47,,,False
556,443,Gible,58,70,45,40,45,42,300,Dragon,Ground,,Sand Veil,None,Rough Skin,20.5 kG,40,1 Atk,60,Blue,10240,Neutral,Monster,Dragon,45,1250000,,1,False,False,True,False,False,False,False,-1,-1,109,-1,-1,238,-1,-1,116,,Gabite,False
557,444,Gabite,68,90,65,50,55,82,410,Dragon,Ground,,Sand Veil,None,Rough Skin,56 kG,80,2 Atk,144,Blue,10240,Neutral,Monster,Dragon,45,1250000,Lv. 24,1,False,False,True,False,False,False,False,-1,-1,110,-1,-1,239,-1,-1,117,Gible,"Garchomp,Garchomp (Mega)",False
558,445,Garchomp,108,130,95,80,85,102,600,Dragon,Ground,,Sand Veil,None,Rough Skin,95 kG,80,3 Atk,300,Blue,10240,Neutral,Monster,Dragon,45,1250000,Lv. 48,,True,False,True,False,False,False,False,-1,-1,111,-1,-1,240,-1,-1,118,Gabite,,False
559,445,Garchomp (Mega),108,170,115,120,95,92,700,Dragon,Ground,,Sand Force,None,,95 kG,80,3 Atk,315,Blue,10240,Neutral,Monster,Dragon,45,1250000,Lv. 48,,True,True,False,False,False,False,False,-1,-1,111,-1,-1,240,-1,-1,118,Gabite,,False
560,446,Munchlax,135,85,40,40,85,5,390,Normal,,,Pickup,Thick Fat,Gluttony,105 kG,100,1 HP,78,Black,10240,M (87.5%),Unknown,,50,1250000,,1,False,False,True,False,False,False,False,-1,-1,112,-1,138,35,260,-1,172,,,False
561,447,Riolu,40,70,40,35,40,60,285,Fighting,,,Steadfast,Inner Focus,Prankster,20.2 kG,40,1 Atk,57,Blue,6400,M (87.5%),Unknown,,75,1059860,,1,False,False,True,False,False,False,False,-1,-1,115,-1,62,279,298,-1,134,,"Lucario,Lucario (Mega)",False
562,448,Lucario,70,110,70,115,70,90,525,Fighting,Steel,,Steadfast,Inner Focus,Justified,54 kG,80,1 Atk/1 SpA,184,Blue,6400,M (87.5%),Field,Human-like,45,1059860,Day Friendship,,True,False,True,False,False,False,False,-1,-1,116,-1,63,280,299,-1,135,Riolu,,False
563,448,Lucario (Mega),70,145,88,140,70,112,625,Fighting,Steel,,Adaptability,None,,57.5 kG,80,1 Atk/1 SpA,219,Blue,6400,M (87.5%),Field,Human-like,45,1059860,Day Friendship,,True,True,False,False,False,False,False,-1,-1,116,-1,63,280,299,-1,135,Riolu,,False
564,449,Hippopotas,68,72,78,38,42,32,330,Ground,,,Sand Stream,None,Sand Force,49.5 kG,60,1 Def,66,Brown,7680,Neutral,Field,,140,1250000,,1,False,False,True,False,False,False,False,-1,-1,122,-1,-1,-1,314,-1,-1,,Hippowdon,False
565,450,Hippowdon,108,112,118,68,72,47,525,Ground,,,Sand Stream,None,Sand Force,300 kG,120,2 Def,184,Brown,7680,Neutral,Field,,60,1250000,Lv. 34,,False,False,True,False,False,False,False,-1,-1,123,-1,-1,-1,315,-1,-1,Hippopotas,,False
566,451,Skorupi,40,50,90,30,55,65,330,Poison,Bug,,Battle Armor,Sniper,Keen Eye,12 kG,40,1 Def,66,Purple,5120,Neutral,Bug,Water3,120,1250000,,1,False,False,True,False,False,False,False,-1,-1,127,-1,-1,-1,285,50,-1,,Drapion,False
567,452,Drapion,70,90,110,60,75,95,500,Poison,Dark,,Battle Armor,Sniper,Keen Eye,61.5 kG,80,2 Def,175,Purple,5120,Neutral,Bug,Water3,45,1250000,Lv. 40,,False,False,True,False,False,False,False,-1,-1,128,-1,-1,-1,286,51,-1,Skorupi,,False
568,453,Croagunk,48,61,40,61,40,50,300,Poison,Fighting,,Anticipation,Dry Skin,Poison Touch,23 kG,40,1 Atk,60,Blue,2560,Neutral,Human-like,,140,1000000,,1,False,False,True,False,False,False,False,-1,-1,129,-1,125,-1,222,82,-1,,Toxicroak,False
569,454,Toxicroak,83,106,65,86,65,85,490,Poison,Fighting,,Anticipation,Dry Skin,Poison Touch,44.4 kG,60,2 Atk,172,Blue,5120,Neutral,Human-like,,75,1000000,Lv. 37,,False,False,True,False,False,False,False,-1,-1,130,-1,126,-1,223,83,-1,Croagunk,,False
570,455,Carnivine,74,100,72,90,72,46,454,Grass,,,Levitate,None,,27 kG,60,2 Atk,159,Green,6400,Neutral,Grass,,200,1250000,,,False,False,True,False,False,False,False,-1,-1,131,-1,-1,-1,-1,-1,-1,,,False
571,456,Finneon,49,49,56,49,61,66,330,Water,,,Swift Swim,Storm Drain,Water Veil,7 kG,20,1 Spe,66,Blue,5120,Neutral,Water2,,190,600000,,1,False,False,True,False,False,False,False,-1,-1,134,-1,-1,108,-1,-1,-1,,Lumineon,False
572,457,Lumineon,69,69,76,69,86,91,460,Water,,,Swift Swim,Storm Drain,Water Veil,24 kG,40,2 Spe,161,Blue,5120,Neutral,Water2,,75,600000,Lv. 31,,False,False,True,False,False,False,False,-1,-1,135,-1,-1,109,-1,-1,-1,Finneon,,False
573,458,Mantyke,45,20,50,60,120,50,345,Water,Flying,,Swift Swim,Water Absorb,Water Veil,65 kG,80,1 SpD,69,Blue,6400,Neutral,Unknown,,25,1250000,,1,False,False,True,False,False,False,False,-1,-1,140,-1,-1,-1,354,46,-1,,,False
574,459,Snover,60,62,50,62,60,40,334,Grass,Ice,,Snow Warning,None,Soundproof,50.5 kG,80,1 Atk,67,White,5120,Neutral,Monster,Grass,120,1250000,,1,False,False,True,False,False,False,False,-1,-1,142,-1,-1,-1,96,-1,31,,"Abomasnow,Abomasnow (Mega)",False
575,460,Abomasnow,90,92,75,92,85,60,494,Grass,Ice,,Snow Warning,None,Soundproof,135.5 kG,100,1 Atk/1 SpA,173,White,5120,Neutral,Monster,Grass,60,1250000,Lv. 40,,True,False,True,False,False,False,False,-1,-1,143,-1,-1,-1,97,-1,32,Snover,,False
576,460,Abomasnow (Mega),90,132,105,132,105,30,594,Grass,Ice,,Snow Warning,None,,185 kG,100,1 Atk/1 SpA,208,White,5120,Neutral,Monster,Grass,60,1250000,Lv. 40,,True,True,False,False,False,False,False,-1,-1,143,-1,-1,-1,97,-1,32,Snover,,False
577,461,Weavile,70,120,65,45,85,125,510,Dark,Ice,,Pressure,None,Pickpocket,34 kG,60,1 Atk/1 Spe,179,Black,5120,Neutral,Field,,45,1059860,"Night Lv. ",,False,False,True,False,False,False,False,-1,-1,145,-1,-1,250,293,-1,29,Sneasel,,False
578,462,Magnezone,70,70,115,130,90,60,535,Electric,Steel,,Magnet Pull,Sturdy,Analytic,180 kG,100,3 SpA,268,Gray,5120,None,Mineral,,30,1000000,Level a/ Mt Coronet,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,49,-1,107,-1,Magneton,,False
579,463,Lickilicky,110,85,95,80,95,50,515,Normal,,,Own Tempo,Oblivious,Cloud Nine,140 kG,100,3 HP,180,Pink,5120,Neutral,Monster,,30,1000000,Level w/ Rollout,,False,False,True,False,False,False,False,181,-1,-1,-1,-1,-1,-1,55,-1,Lickitung,,False
580,464,Rhyperior,115,140,130,55,55,40,535,Ground,Rock,,Lightning Rod,Solid Rock,Reckless,282.8 kG,120,3 Atk,268,Gray,5120,Neutral,Monster,Field,30,1250000,Trade,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,266,185,-1,Rhydon,,False
581,465,Tangrowth,100,100,125,110,50,50,535,Grass,,,Chlorophyll,Leaf Guard,Regenerator,128.6 kG,100,2 Def,187,Blue,5120,Neutral,Grass,,30,1000000,Level w/ Ancient Power,,False,False,True,False,False,False,False,183,-1,-1,-1,-1,-1,-1,81,-1,Tangela,,False
582,466,Electivire,75,123,67,95,85,95,540,Electric,,,Motor Drive,None,Vital Spirit,138.6 kG,100,3 Atk,270,Yellow,6400,M (75%),Human-like,,30,1000000,Trade,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,228,-1,-1,17,Electabuzz,,False
583,467,Magmortar,75,95,67,125,95,83,540,Fire,,,Flame Body,None,Vital Spirit,68 kG,80,3 SpA,270,Red,6400,M (75%),Human-like,,30,1000000,Trade,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,168,-1,-1,20,Magmar,,False
584,468,Togekiss,85,50,95,120,115,80,545,Fairy,Flying,,Hustle,Serene Grace,Super Luck,38 kG,60,2 SpA/1 SpD,273,White,2560,M (87.5%),Flying,Fairy,30,800000,Shiny Stone,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,259,-1,-1,Togetic,,False
585,469,Yanmega,86,76,86,116,56,95,515,Bug,Flying,,Speed Boost,Tinted Lens,Frisk,51.5 kG,80,2 Atk,180,Green,5120,Neutral,Bug,,30,1000000,Level w/ Ancient Power,,False,False,True,False,False,False,False,102,-1,-1,-1,-1,-1,-1,-1,-1,Yanma,,False
586,470,Leafeon,65,110,130,60,65,95,525,Grass,,,Leaf Guard,None,Chlorophyll,25.5 kG,60,2 Def,184,Green,8960,M (87.5%),Field,,45,1000000,Level a/ Eterna Forest,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,129,202,-1,81,Eevee,,False
587,471,Glaceon,65,60,110,130,95,65,525,Ice,,,Snow Cloak,None,Ice Body,25.9 kG,60,2 SpA,184,Blue,8960,M (87.5%),Field,,45,1000000,Level a/ Sinnoh Route 217,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,130,203,-1,80,Eevee,,False
588,472,Gliscor,75,95,125,45,75,95,510,Ground,Flying,,Hyper Cutter,Sand Veil,Poison Heal,42.5 kG,60,2 Def,179,Purple,5120,Neutral,Bug,,30,1059860,"Night Lv. ",,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,Gligar,,False
589,473,Mamoswine,110,130,80,70,60,80,530,Ice,Ground,,Oblivious,Snow Cloak,Thick Fat,291 kG,120,3 Atk,265,Brown,5120,Neutral,Field,,50,1250000,Level w/ Ancient Power,,False,False,True,False,False,False,False,197,-1,-1,-1,-1,-1,77,-1,9,Piloswine,,False
590,474,Porygon-Z,85,80,70,135,75,90,535,Normal,,,Adaptability,Download,Analytic,34 kG,60,3 SpA,268,Red,5120,None,Mineral,,30,1000000,Trade,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,219,-1,210,-1,Porygon2,,False
591,475,Gallade,68,125,65,65,115,80,518,Psychic,Fighting,,Steadfast,None,Justified,52 kG,80,3 Atk,259,White,5120,M (100%),Human-like,Amorphous,45,1250000,Dawn Stone,,True,False,True,False,False,False,False,-1,-1,-1,-1,67,-1,123,37,-1,Kirlia,,False
592,475,Gallade (Mega),68,165,95,65,115,110,618,Psychic,Fighting,,Inner Focus,None,,56.4 kG,80,3 Atk,278,White,5120,M (100%),Human-like,Amorphous,45,1250000,Dawn Stone,,True,True,False,False,False,False,False,-1,-1,-1,-1,67,-1,123,37,-1,Kirlia,,False
593,476,Probopass,60,55,145,75,150,40,525,Rock,Steel,,Sturdy,Magnet Pull,Sand Force,340 kG,120,1 Def/2 SpD,184,Gray,5120,Neutral,Mineral,,60,1000000,Level a/ Mt Coronet,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,199,-1,-1,-1,Nosepass,,False
594,477,Dusknoir,45,100,135,65,135,45,525,Ghost,,,Pressure,None,Frisk,106.6 kG,100,1 Def/2 SpD,263,Black,6400,Neutral,Amorphous,,45,800000,Trade,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,137,-1,-1,Dusclops,,False
595,478,Froslass,70,80,70,80,70,110,480,Ice,Ghost,,Snow Cloak,None,Cursed Body,26.6 kG,60,2 Spe,168,White,5120,F (100%)),Fairy,Mineral,75,1000000,Dawn Stone,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,248,81,-1,27,Snorunt,,False
596,479,Rotom,50,50,77,95,77,91,440,Electric,Ghost,,Levitate,None,,0.3 kG,20,1 SpA/1 Spe,154,Red,5120,None,Amorphous,,45,1000000,,,True,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,372,-1,-1,,,False
597,479,Rotom (Heat),50,65,107,105,107,86,520,Electric,Fire,,Levitate,None,,0.3 kG,20,1 SpA/1 Spe,182,Red,5120,None,Amorphous,,45,1000000,,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,-1,372,-1,-1,,,False
598,479,Rotom (Wash),50,65,107,105,107,86,520,Electric,Water,,Levitate,None,,0.3 kG,20,1 SpA/1 Spe,182,Red,5120,None,Amorphous,,45,1000000,,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,-1,372,-1,-1,,,False
599,479,Rotom (Frost),50,65,107,105,107,86,520,Electric,Ice,,Levitate,None,,0.3 kG,20,1 SpA/1 Spe,182,Red,5120,None,Amorphous,,45,1000000,,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,-1,372,-1,-1,,,False
600,479,Rotom (Fan),50,65,107,105,107,86,520,Electric,Flying,,Levitate,None,,0.3 kG,20,1 SpA/1 Spe,182,Red,5120,None,Amorphous,,45,1000000,,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,-1,372,-1,-1,,,False
601,479,Rotom (Mow),50,65,107,105,107,86,520,Electric,Grass,,Levitate,None,,0.3 kG,20,1 SpA/1 Spe,182,Red,5120,None,Amorphous,,45,1000000,,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,-1,372,-1,-1,,,False
602,480,Uxie,75,75,130,75,130,95,580,Psychic,,,Levitate,None,,0.3 kG,20,2 Def/1 SpD,290,Yellow,20480,None,Unknown,,3,1250000,,,False,False,True,False,False,False,False,-1,-1,146,-1,-1,-1,-1,-1,-1,,,False
603,481,Mesprit,80,105,105,105,105,80,580,Psychic,,,Levitate,None,,0.3 kG,20,1 Atk/1 SpA/1 SpD,290,Pink,20480,None,Unknown,,3,1250000,,,False,False,True,False,False,False,False,-1,-1,147,-1,-1,-1,-1,-1,-1,,,False
604,482,Azelf,75,125,70,125,70,115,580,Psychic,,,Levitate,None,,0.3 kG,20,2 Atk/1 SpA,290,Blue,20480,None,Unknown,,3,1250000,,,False,False,True,False,False,False,False,-1,-1,148,-1,-1,-1,-1,-1,-1,,,False
605,483,Dialga,100,120,120,150,100,90,680,Steel,Dragon,,Pressure,None,Telepathy,683 kG,120,3 SpA,340,White,30720,None,Unknown,,3,1250000,,,False,False,True,False,False,False,False,-1,-1,149,-1,-1,-1,-1,-1,-1,,,False
606,484,Palkia,90,120,100,150,120,100,680,Water,Dragon,,Pressure,None,Telepathy,336 kG,120,3 SpA,340,Purple,30720,None,Unknown,,3,1250000,,,False,False,True,False,False,False,False,-1,-1,150,-1,-1,-1,-1,-1,-1,,,False
607,485,Heatran,91,90,106,130,106,77,600,Fire,Steel,,Flash Fire,None,Flame Body,430 kG,120,3 SpA,300,Brown,2560,Neutral,Unknown,,3,1250000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,False
608,486,Regigigas,110,160,110,80,110,100,670,Normal,,,Slow Start,None,,420 kG,120,3 Atk,335,White,30720,None,Unknown,,3,1250000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,False
609,487,Giratina (Altered),150,100,120,100,120,90,680,Ghost,Dragon,,Pressure,None,Telepathy,750 kG,120,3 HP,340,Black,30720,None,Unknown,,3,1250000,,,True,True,True,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,False
610,487,Giratina (Origin),150,120,100,120,100,90,680,Ghost,Dragon,,Levitate,None,,650 kG,120,3 HP,340,Black,30720,None,Unknown,,3,1250000,,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,False
611,488,Cresselia,120,70,120,75,130,85,600,Psychic,,,Levitate,None,,85.6 kG,80,3 SpD,300,Yellow,30720,F (100%)),Unknown,,3,1250000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,False
612,489,Phione,80,80,80,80,80,80,480,Water,,,Hydration,None,,3.1 kG,20,1 HP,216,Blue,10240,None,Water1,Fairy,30,1250000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,False
613,490,Manaphy,100,100,100,100,100,100,600,Water,,,Hydration,None,,1.4 kG,20,3 HP,270,Blue,2560,None,Water1,Fairy,3,1250000,,,False,False,True,False,False,False,False,-1,-1,151,-1,-1,-1,-1,-1,-1,,,False
614,491,Darkrai,70,90,90,135,90,125,600,Dark,,,Bad Dreams,None,,50.5 kG,80,2 SpA/1 Spe,270,Black,30720,None,Unknown,,3,1250000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,False
615,492,Shaymin (Land),100,100,100,100,100,100,600,Grass,,,Natural Cure,None,,2.1 kG,20,3 HP,270,Green,30720,None,Unknown,,45,1059860,,,True,True,True,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,False
616,492,Shaymin (Sky),100,103,75,120,75,127,600,Grass,Flying,,Serene Grace,None,,5.2 kG,20,3 Spe,270,Green,30720,None,Unknown,,45,1059860,,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,False
617,493,Arceus,120,120,120,120,120,120,720,Normal,,,Multitype,None,,320 kG,120,3 HP,324,White,30720,None,Unknown,,3,1250000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,False
618,494,Victini,100,100,100,100,100,100,600,Psychic,Fire,,Victory Star,None,,4 kG,20,3 HP,300,Yellow,30720,None,Unknown,,3,1250000,,,False,False,True,False,False,False,False,-1,-1,-1,0,-1,-1,-1,-1,-1,,,False
619,495,Snivy,45,45,55,45,55,63,308,Grass,,,Overgrow,None,Contrary,8.1 kG,20,1 Spe,62,Green,5120,M (87.5%),Field,Grass,45,1059860,,1,False,False,True,False,False,False,False,-1,-1,-1,1,-1,-1,-1,-1,-1,,Servine,False
620,496,Servine,60,60,75,60,75,83,413,Grass,,,Overgrow,None,Contrary,16 kG,40,2 Spe,145,Green,5120,M (87.5%),Field,Grass,45,1059860,Lv. 17,1,False,False,True,False,False,False,False,-1,-1,-1,2,-1,-1,-1,-1,-1,Snivy,Serperior,False
621,497,Serperior,75,75,95,75,95,113,528,Grass,,,Overgrow,None,Contrary,63 kG,80,3 Spe,238,Green,5120,M (87.5%),Field,Grass,45,1059860,Lv. 36,,False,False,True,False,False,False,False,-1,-1,-1,3,-1,-1,-1,-1,-1,Servine,,False
622,498,Tepig,65,63,45,45,45,45,308,Fire,,,Blaze,None,Thick Fat,9.9 kG,20,1 HP,62,Red,5120,M (87.5%),Field,,45,1059860,,1,False,False,True,False,False,False,False,-1,-1,-1,4,-1,-1,-1,-1,-1,,Pignite,False
623,499,Pignite,90,93,55,70,55,55,418,Fire,Fighting,,Blaze,None,Thick Fat,55.5 kG,80,2 Atk,146,Red,5120,M (87.5%),Field,,45,1059860,Lv. 17,1,False,False,True,False,False,False,False,-1,-1,-1,5,-1,-1,-1,-1,-1,Tepig,Emboar,False
624,500,Emboar,110,123,65,100,65,65,528,Fire,Fighting,,Blaze,None,Reckless,150 kG,100,3 Atk,238,Red,5120,M (87.5%),Field,,45,1059860,Lv. 36,,False,False,True,False,False,False,False,-1,-1,-1,6,-1,-1,-1,-1,-1,Pignite,,False
625,501,Oshawott,55,55,45,63,45,45,308,Water,,,Torrent,None,Shell Armor,5.9 kG,20,1 SpA,62,Blue,5120,M (87.5%),Field,,45,1059860,,1,False,False,True,False,False,False,False,-1,-1,-1,7,-1,-1,-1,-1,-1,,Dewott,False
626,502,Dewott,75,75,60,83,60,60,413,Water,,,Torrent,None,Shell Armor,24.5 kG,40,2 SpA,145,Blue,5120,M (87.5%),Field,,45,1059860,Lv. 17,1,False,False,True,False,False,False,False,-1,-1,-1,8,-1,-1,-1,-1,-1,Oshawott,Samurott,False
627,503,Samurott,95,100,85,108,70,70,528,Water,,,Torrent,None,Shell Armor,94.6 kG,80,3 SpA,238,Blue,5120,M (87.5%),Field,,45,1059860,Lv. 36,,False,False,True,False,False,False,False,-1,-1,-1,9,-1,-1,-1,-1,-1,Dewott,,False
628,504,Patrat,45,55,39,35,39,42,255,Normal,,,Run Away,Keen Eye,Analytic,11.6 kG,40,1 Atk,51,Brown,3840,Neutral,Field,,255,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,10,-1,-1,-1,-1,-1,,Watchog,False
629,505,Watchog,60,85,69,60,69,77,420,Normal,,,Illuminate,Keen Eye,Analytic,27 kG,60,2 Atk,147,Brown,5120,Neutral,Field,,255,1000000,Lv. 20,,False,False,True,False,False,False,False,-1,-1,-1,11,-1,-1,-1,-1,-1,Patrat,,False
630,506,Lillipup,45,60,45,25,45,55,275,Normal,,,Vital Spirit,Pickup,Run Away,4.1 kG,20,1 Atk,55,Brown,3840,Neutral,Field,,255,1059860,,1,False,False,True,False,False,False,False,-1,-1,-1,12,-1,120,-1,113,-1,,Herdier,False
631,507,Herdier,65,80,65,35,65,60,370,Normal,,,Intimidate,Sand Rush,Scrappy,14.7 kG,40,2 Atk,130,Gray,3840,Neutral,Field,,120,1059860,Lv. 16,1,False,False,True,False,False,False,False,-1,-1,-1,13,-1,121,-1,114,-1,Lillipup,Stoutland,False
632,508,Stoutland,85,110,90,45,90,80,500,Normal,,,Intimidate,Sand Rush,Scrappy,61 kG,80,3 Atk,250,Gray,3840,Neutral,Field,,45,1059860,Lv. 32,,False,False,True,False,False,False,False,-1,-1,-1,14,-1,122,-1,115,-1,Herdier,,False
633,509,Purrloin,41,50,37,50,37,66,281,Dark,,,Limber,Unburden,Prankster,10.1 kG,40,1 Spe,56,Purple,5120,Neutral,Field,,255,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,15,-1,-1,44,-1,-1,,Liepard,False
634,510,Liepard,64,88,50,88,50,106,446,Dark,,,Limber,Unburden,Prankster,37.5 kG,60,2 Spe,156,Purple,5120,Neutral,Field,,90,1000000,Lv. 20,,False,False,True,False,False,False,False,-1,-1,-1,16,-1,-1,45,-1,-1,Purrloin,,False
635,511,Pansage,50,53,48,53,48,64,316,Grass,,,Gluttony,None,Overgrow,10.5 kG,40,1 Spe,63,Green,5120,M (87.5%),Field,,190,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,17,29,-1,-1,-1,-1,,Simisage,False
636,512,Simisage,75,98,63,98,63,101,498,Grass,,,Gluttony,None,Overgrow,30.5 kG,60,2 Spe,174,Green,5120,M (87.5%),Field,,75,1000000,Leaf Stone,,False,False,True,False,False,False,False,-1,-1,-1,18,30,-1,-1,-1,-1,Pansage,,False
637,513,Pansear,50,53,48,53,48,64,316,Fire,,,Gluttony,None,Blaze,11 kG,40,1 Spe,63,Red,5120,M (87.5%),Field,,190,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,19,31,-1,-1,-1,-1,,Simisear,False
638,514,Simisear,75,98,63,98,63,101,498,Fire,,,Gluttony,None,Blaze,28 kG,60,2 Spe,174,Red,5120,M (87.5%),Field,,75,1000000,Fire Stone,,False,False,True,False,False,False,False,-1,-1,-1,20,32,-1,-1,-1,-1,Pansear,,False
639,515,Panpour,50,53,48,53,48,64,316,Water,,,Gluttony,None,Torrent,13.5 kG,40,1 Spe,63,Blue,5120,M (87.5%),Field,,190,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,21,33,-1,-1,-1,-1,,Simipour,False
640,516,Simipour,75,98,63,98,63,101,498,Water,,,Gluttony,None,Torrent,29 kG,60,2 Spe,174,Blue,5120,M (87.5%),Field,,75,1000000,Water Stone,,False,False,True,False,False,False,False,-1,-1,-1,22,34,-1,-1,-1,-1,Panpour,,False
641,517,Munna,76,25,45,67,55,24,292,Psychic,,,Forewarn,Synchronize,Telepathy,23.3 kG,40,1 HP,58,Pink,2560,Neutral,Field,,190,800000,,1,False,False,True,False,False,False,False,-1,-1,-1,23,-1,-1,90,-1,-1,,Musharna,False
642,518,Musharna,116,55,85,107,95,29,487,Psychic,,,Forewarn,Synchronize,Telepathy,60.5 kG,80,2 HP,170,Pink,2560,Neutral,Field,,75,800000,Moon Stone,,False,False,True,False,False,False,False,-1,-1,-1,24,-1,-1,91,-1,-1,Munna,,False
643,519,Pidove,50,55,50,36,30,43,264,Normal,Flying,,Big Pecks,Super Luck,Rivalry,2.1 kG,20,1 Atk,53,Gray,3840,Neutral,Flying,,255,1059860,,1,False,False,True,False,False,False,False,-1,-1,-1,25,-1,-1,26,-1,-1,,Tranquill,False
644,520,Tranquill,62,77,62,50,42,65,358,Normal,Flying,,Big Pecks,Super Luck,Rivalry,15 kG,40,2 Atk,125,Gray,3840,Neutral,Flying,,120,1059860,Lv. 21,1,False,False,True,False,False,False,False,-1,-1,-1,26,-1,-1,27,-1,-1,Pidove,Unfezant,False
645,521,Unfezant,80,115,80,65,55,93,488,Normal,Flying,,Big Pecks,Super Luck,Rivalry,29 kG,60,3 Atk,244,Gray,3840,Neutral,Flying,,45,1059860,Lv. 32,,False,False,True,False,False,False,False,-1,-1,-1,27,-1,-1,28,-1,-1,Tranquill,,False
646,522,Blitzle,45,60,32,50,32,76,295,Electric,,,Lightning Rod,Motor Drive,Sap Sipper,29.8 kG,60,1 Spe,59,Black,5120,Neutral,Field,,190,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,28,-1,-1,-1,-1,-1,,Zebstrika,False
647,523,Zebstrika,75,100,63,80,63,116,497,Electric,,,Lightning Rod,Motor Drive,Sap Sipper,79.5 kG,80,2 Spe,174,Black,5120,Neutral,Field,,75,1000000,Lv. 27,,False,False,True,False,False,False,False,-1,-1,-1,29,-1,-1,-1,-1,-1,Blitzle,,False
648,524,Roggenrola,55,75,85,25,25,15,280,Rock,,,Sturdy,Weak Armor,Sand Force,18 kG,40,1 Def,56,Blue,3840,Neutral,Mineral,,255,1059860,,1,False,False,True,False,False,False,False,-1,-1,-1,30,-1,98,168,154,-1,,Boldore,False
